	v80:v1	v80:v2	v80:v3	v80:v4	v80:v5	v80:v6	v80:v7	v80:v8	v80:v9	v80:v10	v80:v11	v80:v12	v80:v13	v80:v14	v80:v15	v80:v16	v80:v17	v80:v18	v80:v19	v80:v20	v80:v21	v80:v22	v80:v23	v80:v24	v80:v25	v80:v26	v80:v27	v80:v28	v80:v29	v80:v30	v80:v31	v80:v32	v80:v33	v80:v34	v80:v35	v80:v36	v80:v37	v80:v38	v80:v39	v80:v40	v80:v41	v80:v42	v80:v43	v80:v44	v80:v45	v80:v46	v80:v47	v80:v48	v80:v49	v80:v50	v80:v51	v80:v52	v80:v53	v80:v54	v80:v55	v80:v56	v80:v57	v80:v58	v80:v59	v80:v60	v80:v61	v80:v62	v80:v63	v80:v64	v80:v65	v80:v66	v80:v67	v80:v68	v80:v69	v80:v70	v80:v71	v80:v72	v80:v73	v80:v74	v80:v75	v80:v76	v80:v77	v80:v78	v80:_cons	
v80:v47	 6.6575257	-2.0327411	 6.6861678	-44.307244	 16.502042	-26.935729	 86.620093	-31.963428	 30.622423	-64.937591	 19.698091	 -15.90648	-.51089802	-.56744284	-1.6695611	 1.9574785	 1.6443353	 2.8531942	 2.9173496	 2.4583132	 3.5204659	-2.3296771	-1.4636927	 -2.487297	-2.4167891	-.19509926	-4.1779398	-.09029495	-2.4987476	 5.3884471	-.81016475	 1.6378532	-4.4275442	 3.7136319	 1.6171692	 3.7192119	  259.1385	 241.90932	 340.54523	 40.121125	 39.549538	 47.860032	-1449.5874	-1405.5504	-1758.8179	 1062.2353	 1039.3189	 1256.4804	-.11124903	  1.113735	-.86726968	-1.9963866	  .2471108	 .38283524	-.52667103	 .25909968	   .191746	-.04670121	 .34289305	 .12880099	 1.4077208	 .03192796	 .89091268	 1.0047784	-.05064393	 1.1659261	 -1.908751	 .35300444	-1.4964951	-.42326867	 .46199363	-1.3127492	 .02489128	 .03109746	-.01063337	-.02628037	 .00480879	  .0372108	 87.582895	
v80:v48	 8.7689806	-2.4544654	  8.136107	-51.087589	 18.438256	-30.219974	 92.513386	-34.198628	  30.83846	-79.585235	 24.533862	 -18.50444	-.52909917	-.35872498	-2.0795701	 2.0211263	 1.4781576	 3.1099788	  3.081975	 2.5488042	 3.7860164	 -2.285768	-1.3999886	-2.1894705	-3.6638377	-1.1682575	-5.1713579	 .79541756	 -1.040376	 5.9123188	-.88509908	 1.0260654	-4.6822082	 4.2379597	 1.8190821	 4.5989339	  310.0171	 288.97343	 408.96344	 51.933845	 50.702226	 63.464354	-1751.6918	 -1688.395	-2160.5476	 1295.1638	 1256.4804	 1572.0473	-.37561427	  1.574051	-1.2052669	-1.9460557	 .62388698	  .4541545	-.30522437	-.12856546	 .33340861	-.04942424	 .15710585	 .33215108	 1.8749502	-.06792484	 1.5269452	 .71714934	-.24165094	  1.107874	-2.6999004	 1.0491556	-2.5647602	-.06422837	 .28001921	-1.4531915	 .01070553	 .05466813	-.02922301	-.01382866	 .00408385	 .04428206	 95.308635	
v80:v49	-10.717258	 2.5906204	-7.0614643	 20.758026	-6.3948089	 10.420309	 6.2327094	-1.6556315	-4.3833461	-13.075274	 3.2734425	 5.4364441	 .39716247	 .32468068	 .56834385	-.06256736	-.13119746	 .00884419	-.64379246	  -.510073	-.94582108	-1.5993816	-1.5284422	-1.9535224	-1.3689215	-.61699071	 1.0857036	-.27368767	-.74420084	-1.8415902	  .7606403	 1.5320659	-.61382085	 .89788258	-.19920609	 1.3364631	-.20142791	-.33552442	  .5342873	 -.0282883	 .20429771	-.89596296	 .01541714	-.04385481	 .07862603	-.16883882	-.11124903	-.37561427	 11.529719	-4.6305056	 1.6404305	-12.444902	 4.3704598	 -1.368802	-1.6603284	-1.8843363	 .71557276	 2.3159847	 1.8930626	-.62103422	-.03892269	-.03922269	 -1.482774	 5.0202399	 1.9731697	 7.8438405	 -1.237635	-1.0884743	-1.1615481	 .23572618	 .83906041	-.15144831	 .00411508	-.00607816	 .00147798	 .00217708	-.00265957	 .00106253	-2.4207931	
v80:v50	 5.8672902	-4.2629809	 9.2521071	-17.066724	 8.5837165	-12.925558	-13.034964	 4.3564528	-2.3104214	  32.24733	-10.219488	 6.0367559	-.16210829	-.03482735	-.41924186	-.16327325	-.17935491	-.16417552	  .8618426	 .78979622	 1.0732115	 .49804677	 .48453757	 .64800276	 -.7535021	-.38167196	-1.1066708	 .94178104	 .48482958	 1.1251832	 .14382007	-.24143389	 .98180647	-.31524233	 .17315198	-.94098008	  .4512511	 .55087085	  .1307406	 .28057973	  .0089882	 .92106433	-1.8988064	-1.7313916	-2.4128801	   1.16028	  1.113735	  1.574051	-4.6305056	 6.4133996	-1.5552289	 7.3412727	-5.1069797	 .97332444	 .65875999	 .88919379	-.26549689	-1.1324431	-.54194771	 .25664144	 .60226706	 .20304579	 .61976647	-2.6969645	-1.1604652	-3.7334867	 .55005184	 .47425541	 .59402963	-.00191212	-.40059643	 .08576558	 -.0010177	-.00469203	  .0111735	-.00767002	 .00170544	 .00053061	 .46313385	
v80:v51	 -3.501324	-.16395393	-5.3593097	 6.4019774	-1.8789928	 6.2685797	 2.8829015	 -.7024278	 .75881066	-8.5509083	 3.2006399	-1.8286268	 .06712754	 .01307003	 .14690493	 .06128561	  .0290171	 .07241973	-.16795262	-.16336405	-.21181355	-.34770077	 -.2977409	-.46465307	-.19073707	-.22106638	 .42504948	 .35713736	 .35575021	-.20877831	 -.1584105	 .00535851	 -.4017928	 .00659345	-.12925643	 .19773547	-.21058941	-.23000576	-.14492768	-.15542619	-.11439563	-.41358297	 1.2975174	 1.2384512	  1.703569	-.92132864	-.86726968	-1.2052669	 1.6404305	-1.5552289	  1.130017	-2.2138371	 1.4378074	 -.7235887	 -.2274426	-.30185242	 .03496148	 .23267072	 .15543891	-.01052007	 -.0634828	 .05227839	-.16319222	 .70718258	 .26078407	 1.0578527	-.13744587	-.07124818	-.14573666	 .02834072	 .05078232	-.00923102	-.00037465	 -.0045095	  .0050347	-.00047277	-.00004139	-.00249737	-.06066521	
v80:v52	 11.772153	-4.8736111	 9.5530688	-48.941475	 17.661178	-27.032642	-46.181459	 16.075932	-13.163264	 122.34847	  -40.2628	 31.014367	 -.6530615	-.48873742	-1.0919831	  1.020725	 1.0718961	 1.2668966	-.19217028	-.31169805	-.05023396	 2.9543853	 2.9252863	 3.3639903	 .40228554	 .33315771	-2.6005428	-2.1026794	-1.6701349	 .88876528	-1.6046428	 -2.384953	 .74465942	 3.4378927	 3.6599164	 1.2256841	 .30750395	 .86439939	-1.7923463	-.49695936	-1.1904523	 1.6732676	 3.1024427	 3.2547851	 3.9648187	-1.8059921	-1.9963866	-1.9460557	-12.444902	 7.3412727	-2.2138371	 40.141269	-14.124281	 3.8481789	-1.6826902	 1.4349446	-.58418618	-4.0203782	 -2.800958	 .74276174	-.94537612	-.87282157	  .1729977	 2.8418242	 2.1051047	 2.7449168	 .97911162	  1.173335	 .29839829	-2.5384269	-1.9069121	-2.6596859	 .00726607	 .00320163	 .00562736	-.01676296	 .00371704	 .01050384	-4.0067813	
v80:v53	 -4.558921	  2.951594	-6.7235074	 19.500799	-11.279563	 20.418109	 16.165733	-2.7406751	-2.5261528	-38.810745	 13.088597	-8.2878582	 .39332823	 .36634836	  .5812878	-.15921074	-.18913177	-.24963449	 -1.533419	-1.4417965	-1.8380386	-.28778951	-.23675718	-.48271518	 2.2785352	 1.7372631	 2.1189807	-3.5409782	-2.8291072	-2.9903908	 2.1336994	 2.3716076	 .87849744	-.96725129	 -1.259003	-.19471026	-.17462572	-.25314116	 .48737172	-.33665057	-.26972774	-.98495665	-.17517347	-.08970021	-1.0158048	 .23342562	  .2471108	 .62388698	 4.3704598	-5.1069797	 1.4378074	-14.124281	  13.81688	 -3.349486	-2.8676168	-4.7727041	 1.0915233	 2.2244579	 .58200933	-.25473001	 -.7075169	-.44710197	-.28773069	 1.3759151	 1.3711562	 .70970387	-1.1627356	-1.1484683	-.73251748	 .49333345	 .56025971	 .41375312	-.00222434	-.00535112	-.00839585	 .01543234	-.00073002	-.00222456	 .60829407	
v80:v54	 2.1259597	 .11611748	 2.8786124	-6.2251451	 .74620537	-8.4839468	-.83149096	  .6352147	 4.1674863	 4.6686406	-1.3510166	 .56335247	-.10933737	 -.1187542	-.16777359	 .01789475	 .03136634	 .04629972	 .39885531	 .34402283	 .48553915	 .16478499	 .14765426	 .25678518	-.23914112	-.18746222	-.49521828	 .05008479	 .07654479	 .63204996	 .19585782	-.05902724	 .01670249	 .02628716	 .16220144	-.09632841	 .15008476	 .19324112	-.06024827	 .12722028	 .06254154	 .50440445	-.57412638	-.56350109	-.73557123	 .37277023	 .38283524	  .4541545	 -1.368802	 .97332444	 -.7235887	 3.8481789	 -3.349486	 1.9055091	 .49152349	 1.2964151	 -.8581161	-.49948194	-.20691521	 .05838045	 .05425065	 .06603446	 .05601366	-.13326341	-.20105161	-.07028085	 .12092577	 .10669427	 .02198272	-.02027741	-.02345473	 .00789612	 .00288791	 .00117565	-.00588551	 .00250486	 .00046477	-.00027374	-.23552027	
v80:v55	 .83222298	 -.2861806	-.02610192	 1.8246117	 1.1318371	-.49653461	-48.863446	 13.286612	-15.029222	 42.921149	-12.276352	 9.7201274	-.23319267	-.16050498	-.38707464	-.88765233	-.83118784	 -1.144533	 2.3144172	 2.1931663	 2.9147876	 -.3785493	-.39744463	-.34476998	-.90656209	-1.0996094	 -.0831824	 3.5393731	 3.3250586	 1.2933879	-4.7416129	-3.9730718	-1.5888103	 2.1336497	 1.7631479	 .45491196	-.12880841	-.13214793	-.27612002	 .20209377	 .26715246	  .1834557	 .67602914	 .65999155	 .93611618	-.44241974	-.52667103	-.30522437	-1.6603284	 .65875999	 -.2274426	-1.6826902	-2.8676168	 .49152349	 17.135832	 1.9403019	-.09932859	-7.0115589	-3.0238661	 .51502241	 .37860642	 .68101102	-.07467481	-2.0625912	-2.3545693	-1.2123364	 .78062172	 2.1970496	-.73968444	   1.48867	-.41942235	 2.8606322	 .00627398	 8.180e-06	-.00480237	 .00018131	-.00144948	 .00649531	 .66770735	
v80:v56	 1.6604627	-.34054843	 1.2896543	-4.5381988	 2.9580503	-6.4658445	-14.465421	 .58484869	 4.2974283	 31.949705	-8.3444356	 6.1635676	-.11538048	-.18971199	-.05422846	 .05550094	  .1876976	 -.0594616	 .97851656	 .87714802	 1.1016047	-.06906224	-.01122426	 .01086551	-.45918822	-.58725092	 -.2506527	 2.2675049	 2.1031968	 1.4579389	-3.3570276	-2.6777581	-2.1279808	 1.5345152	  1.209204	 .92493959	 .23170486	 .30146244	 .01752455	-.38231949	-.29343393	 -.2359074	-.04176474	-.28401986	 .27203974	 .15495764	 .25909968	-.12856546	-1.8843363	 .88919379	-.30185242	 1.4349446	-4.7727041	 1.2964151	 1.9403019	 9.9346941	-2.3433787	-2.5915316	-4.5634564	 .86358138	 .13477853	 .25274276	-.20178192	-.58042587	 -.6208486	 .36601213	 1.0712967	 1.0480619	 .22011878	-.34861152	-.43572905	-.06798874	 .00353968	-.00160299	-.00219148	-.00104709	 .00013323	-.00426323	-2.7769808	
v80:v57	-.33884944	 .20625225	 .04742668	  2.471788	 .05983477	 3.2873395	 2.1419266	-2.2653294	-5.2151258	-8.6353226	 3.4482391	 .12705511	 .14677418	 .14812356	 .18102028	-.05667081	-.08991042	-.07439367	-.63739887	-.58791595	-.78330874	  .0628784	  .0343079	 .07959207	 .24630937	 .18057343	 .06269492	 -.3266452	-.24257138	 -.4308346	-.00312967	 .05406223	 .66225682	 .08557149	-.00689523	-.29773003	 .11935666	 .06097942	 .18590619	-.00028695	 .02811909	-.13230091	-.38932708	-.31285811	-.47836088	 .22122841	   .191746	 .33340861	 .71557276	-.26549689	 .03496148	-.58418618	 1.0915233	 -.8581161	-.09932859	-2.3433787	 1.7617698	  .3951468	 1.0133578	-.75296427	-.07619808	-.08173217	 .06570448	 .03932568	 .16893745	-.10184868	-.07853728	-.05517701	-.01780918	  -.035435	-.04525506	-.11389731	-.00202461	  .0064232	-.00406873	-.00055707	-.00005151	 .00098594	 1.2290622	
v80:v58	-1.9490963	  .8878279	-1.0888208	 6.0997107	-2.6948079	 3.0682136	 19.960362	-4.4218929	  4.158919	-38.480601	 11.000643	 -10.25347	-.05285767	-.01823218	-.10289068	-.15347957	-.12785101	-.17418664	-.21666023	-.15754967	-.29349809	 .08050596	 .05897813	 .01497478	 .13638983	 .25149259	-.39109288	-1.0162406	-1.1767373	-.25039319	 3.8024134	 3.3333238	 1.4909692	 -2.893787	-2.4700713	-.78589546	 .03384418	-.00565081	 .09335621	-.11049467	-.06049296	-.30347817	  .0779747	 .09151036	 .27408518	-.00245103	-.04670121	-.04942424	 2.3159847	-1.1324431	 .23267072	-4.0203782	 2.2244579	-.49948194	-7.0115589	-2.5915316	  .3951468	 11.526939	-.02678326	  .2194796	-.12943289	-.05752514	-.07843805	  .3848004	 .63072031	 .05974139	-1.1202269	-1.9512024	-.24222044	 .81257245	  1.542759	 .46267454	-.00190508	 .00405675	 .00216411	-.00207852	-.00329743	 .00463788	 1.4681013	
v80:v59	-1.5879665	  .4410035	-.55290386	 7.3638067	-2.3477149	 2.8412971	 26.882422	-7.0477089	 7.4344099	-50.820999	 14.045335	-9.9103291	-.17088119	-.13272707	-.19927915	 .31698711	 .24272639	 .43976447	 .54039719	 .47959653	 .77766816	-.23076617	-.15547231	-.56977086	-.58310758	-.31001969	-.49001999	 .10000953	 .05175708	 .42955978	 1.6848885	 1.4105196	 .36412606	-1.1954824	-1.1372742	-.31735921	-.11078216	-.18922266	  .1372274	 .34535845	 .59780214	 -.1023348	-.74318012	-.85944105	-.39381521	  .3496649	 .34289305	 .15710585	 1.8930626	-.54194771	 .15543891	 -2.800958	 .58200933	-.20691521	-3.0238661	-4.5634564	 1.0133578	-.02678326	 8.5420244	-1.8860122	   .362617	 .05975646	 .39877492	-1.0108743	 -.5337656	-1.8339089	-.23712083	-.21014437	 .67453386	 .16643586	 .31735452	 -.4019717	-.00744579	 .00912394	 .00313646	-.00664917	 .00057652	-.00749132	 .03172393	
v80:v60	  .3653203	-.32541748	 .02297543	-3.1042068	 1.1404626	 -1.413511	-4.9698477	 2.4526006	-.10213969	 15.290151	-6.0549031	 2.3356988	-.05498998	-.05421539	-.05448109	 .03136261	 .04547215	 .04224019	 .12731177	 .13029236	 .13135229	 .06489894	 .01779318	 .09135428	 .01487015	  .1215613	 .05641013	 .20510312	  .0053698	 .08170889	-.07926901	-.10103649	-.28107229	-.15441823	-.03705711	 .15564313	-.01700866	 .02266359	-.03126814	 .01588473	-.05433504	 .08168609	-.01702727	 .00009106	-.19498391	  .1473357	 .12880099	 .33215108	-.62103422	 .25664144	-.01052007	 .74276174	-.25473001	 .05838045	 .51502241	 .86358138	-.75296427	  .2194796	-1.8860122	 1.1230429	-.06248789	 .00334686	-.11804016	 .23895459	 .08491521	 .45504884	-.07480307	-.03129348	 -.1547595	 .01187194	 .09136609	 .12262797	 2.767e-06	-.00495512	 .00479183	-.00092085	-.00027789	  .0013005	-.54224156	
v80:v61	 -.1657986	 -.2945611	 .45067522	 -.7753043	 .96555674	-.70642266	-.20732846	 -.1414706	-.40855707	 4.0319957	-1.4858035	 1.9663246	-.00684747	-.00453246	 .04722608	-.14795976	-.11105273	-.29042478	 .72409639	 .62633907	 .96011199	-.42427579	-.40498836	-.47933263	-11.015161	-8.4181855	-4.9236032	 6.5084437	 5.6372722	 4.4562346	 1.0124713	 .07134131	 .52023561	 3.4784416	  2.721187	 -.0004552	 .16099165	  .0499261	 .52910703	 .67235127	 .69279064	 .67183159	-2.5802216	-2.4560318	-3.4861091	 1.4050597	 1.4077208	 1.8749502	-.03892269	 .60226706	 -.0634828	-.94537612	 -.7075169	 .05425065	 .37860642	 .13477853	-.07619808	-.12943289	   .362617	-.06248789	 9.1575604	  1.048736	 10.066137	-6.4298045	 -2.061209	-7.8105458	  .1564397	 .94496422	 .34057396	 -.3033886	-.31778889	-.43598531	-.00169539	 .00769055	-.00237953	-.00197172	-.00161883	 .00357691	-1.2916761	
v80:v62	-.01736686	-.05056365	-.74866281	 2.5746851	-.78395964	 .97318896	-2.3473955	 .66143908	-.30055696	-5.4046656	  1.742952	-1.4348127	 .07642361	 .03794727	 .20739039	-.12701837	-.15610037	-.16599531	-.08757047	-.09740198	 -.1643649	 .17091961	 .16641084	 .21253055	-3.8352807	-4.3549388	-2.7186255	 3.2429292	 4.0442516	 2.2189495	-.80897332	 -.4772549	 -.4719626	 1.2848274	 .69559299	 .94284553	 .01863355	  .0577035	  -.012009	 .15512029	-.00663482	 .19558494	-.14600902	-.08053855	-.01489819	 .03430133	 .03192796	-.06792484	-.03922269	 .20304579	 .05227839	-.87282157	-.44710197	 .06603446	 .68101102	 .25274276	-.08173217	-.05752514	 .05975646	 .00334686	  1.048736	 5.0016052	-.01204665	-2.1980276	-4.2817699	 -2.549429	 .09500576	 .08624378	 .00984382	 .31234752	 .50637171	 .53692536	-.00383014	-.00252982	 .01326248	-.00449151	 .00201568	 .00135057	  .5921618	
v80:v63	 1.3462427	 .00034541	 1.3475663	-2.9472824	 .85026085	-.66383067	  .3041552	-.17796275	-1.6150548	 6.7180871	-2.5083788	  3.384285	 .03142679	 .02395013	 .14615846	-.14032625	-.08029508	-.32266409	 .27927255	 .26208269	 .34741625	-.19847256	-.25232955	-.14294841	-5.5104749	-5.0495773	 -3.887022	 4.7109386	 4.7034974	 5.3500257	 1.1042395	-.11219029	  .5845183	-.34260663	 .47524006	-1.9998086	 .01489065	-.17358448	 .46268819	 .61477868	 .76571181	 .43012872	-1.7311363	-1.6644336	 -2.652546	 .90049975	 .89091268	 1.5269452	 -1.482774	 .61976647	-.16319222	  .1729977	-.28773069	 .05601366	-.07467481	-.20178192	 .06570448	-.07843805	 .39877492	-.11804016	 10.066137	-.01204665	 15.763741	-7.8644217	-1.4990489	-11.966489	  .6144625	 1.1792135	 .85232441	-.76351555	 -.7601175	-.95070164	-.00035308	 .00782869	-.00851108	 .00219356	-.00201886	 .00437803	-1.5393985	
v80:v64	-4.2079745	 1.6769724	-2.7024971	 2.0306401	-1.9687768	 1.7739334	 10.004916	-2.7789146	 4.3124502	-2.8452951	 1.4774242	 -3.209119	-.35713507	-.37742453	-.49861646	 1.3073714	 1.3118087	 1.5546709	 .07692103	 .06665895	 .11697481	-.15627463	-.06780159	-.24498591	 6.4780582	  5.749239	 3.9795654	-11.344986	-10.371792	-6.2152968	 2.6872928	 4.4025909	-.43978591	 2.1734916	 .24279421	 2.5867019	 .52488924	 .63173668	  .2616313	-.59743966	 -.6835576	-.16801851	-1.4655927	-1.3724748	-1.9911291	 .87329399	 1.0047784	 .71714934	 5.0202399	-2.6969645	 .70718258	 2.8418242	 1.3759151	-.13326341	-2.0625912	-.58042587	 .03932568	  .3848004	-1.0108743	 .23895459	-6.4298045	-2.1980276	-7.8644217	 23.678899	 7.7683484	 31.320795	-6.0817854	-2.4340441	-7.3686314	 .44869425	 .78972377	  .7405924	-.00243673	 .00225775	-.00186973	-.00582187	-.00247522	-.00820775	-9.1059637	
v80:v65	-1.6072267	 .42448798	-.69213026	-1.3701908	 .15019776	-.59170314	  6.657368	-2.1990219	 3.1810057	 2.3749652	-.32882509	-.76339612	 -.0216099	-.02807354	-.12334111	 .84743263	 .83038847	 1.1309822	-1.1407389	-1.0411995	-1.3788311	-.15948279	-.11157757	-.35633563	 4.4111499	 4.6694229	 3.1179039	-5.7759822	 -6.543031	-3.7974654	 1.6011624	 2.8740233	-.09630841	-.16274976	-.97192569	 .76996859	 .01732744	 .04879465	 .09283135	-.27670512	-.20119601	-.41946888	 .29218018	 .15454172	 .31491441	-.14107593	-.05064393	-.24165094	 1.9731697	-1.1604652	 .26078407	 2.1051047	 1.3711562	-.20105161	-2.3545693	 -.6208486	 .16893745	 .63072031	 -.5337656	 .08491521	 -2.061209	-4.2817699	-1.4990489	 7.7683484	 10.595339	 9.7882453	-1.1833889	-4.6697993	-1.2265802	 .28661779	 .47385785	 .29308212	 .00756125	-.00584981	-.00647793	 .00367187	 .00012771	-.00352239	-3.7941138	
v80:v66	-6.7849575	 2.2480667	-4.0978409	 3.4725886	-1.6464151	 1.7922381	 14.980701	-5.3398821	 7.7455682	-4.5296971	 2.6965914	-5.4026315	-.64829426	-.64745594	-.89346928	 1.7744137	 1.8024783	 2.1120516	  .4892115	 .48566699	 .63064582	-.57071862	-.42103452	-.89005946	 4.6920611	 5.1864705	 4.2635292	-5.3952558	-7.2611468	-5.4977661	 -2.252384	 1.6802162	-3.1389534	 2.9790684	 .41840622	 4.2896991	 .38090226	 .56608318	 .05237898	 -.2843011	-.34533599	  .1154557	-1.7368461	-1.6649014	-2.2619401	 1.0976885	 1.1659261	  1.107874	 7.8438405	-3.7334867	 1.0578527	 2.7449168	 .70970387	-.07028085	-1.2123364	 .36601213	-.10184868	 .05974139	-1.8339089	 .45504884	-7.8105458	 -2.549429	-11.966489	 31.320795	 9.7882453	 47.096085	-7.4413576	-2.2968039	-11.741131	 .60092335	 1.0785099	 1.0105933	 .00713786	 -.0046253	 .00061362	-.01386981	-.00327991	-.01744839	-13.491848	
v80:v67	  1.609136	 -.4828523	 1.0733266	-2.9125239	   1.65845	-1.8968981	-.14152267	-1.1868271	 .90646416	 6.0343889	-1.4315232	 2.0712373	  .1735596	 .19276959	 .19623077	-1.0171895	-1.0708454	-1.1075558	 .88169463	 .97765242	 .99497208	  .0432109	-.06281172	 .06212778	 .45861168	-.21581965	 .12225532	  4.088961	 4.7054245	 .95881644	-9.3247804	-9.8694187	-2.4447384	 4.7451667	 5.3859167	 1.3522337	-.65008053	 -.5466954	-.98515654	 .42211064	 .39707025	 .19441004	  2.168137	 2.1093321	 3.3725745	-1.9438533	 -1.908751	-2.6999004	 -1.237635	 .55005184	-.13744587	 .97911162	-1.1627356	 .12092577	 .78062172	 1.0712967	-.07853728	-1.1202269	-.23712083	-.07480307	  .1564397	 .09500576	  .6144625	-6.0817854	-1.1833889	-7.4413576	 14.216137	 1.1998841	 16.784061	-7.4581231	-.06387909	-8.6048323	 .00628267	-.01494623	 .01401994	 -.0033783	-.00189515	 .00270723	-1.4327904	
v80:v68	 .56423274	-.31453421	  .1882039	-2.7079948	 1.1957114	-.76905017	 -3.682184	 .99046527	-1.0258267	 9.5710052	-3.0967382	  2.844583	-.06291084	-.03067572	-.11474855	-.56473739	-.51765997	-.78422546	 1.2538874	  1.114332	 1.8022711	-.19100196	 -.1809971	-.30323094	-.99749714	-.91100655	-.48867811	 3.4795284	 3.7358298	 1.5522289	-5.8917344	-7.0543917	-2.6228734	 3.3590305	 4.2228692	 1.5181113	-.18068039	-.20644805	-.12978791	  .5052454	 .50330383	 .62629114	-.64130989	-.42793303	-1.1767331	   .564095	 .35300444	 1.0491556	-1.0884743	 .47425541	-.07124818	  1.173335	-1.1484683	 .10669427	 2.1970496	 1.0480619	-.05517701	-1.9512024	-.21014437	-.03129348	 .94496422	 .08624378	 1.1792135	-2.4340441	-4.6697993	-2.2968039	 1.1998841	 7.8478725	 .68503343	-1.3045603	-3.5902161	-1.7393219	-.00480751	 .00924858	-.00688312	 .00228187	-.00051469	 .00146435	 .06017023	
v80:v69	 1.4721172	-.48116258	 1.0706173	-2.7727955	 1.3222159	-1.9542208	 5.3336166	-1.8709785	 2.6271252	 .03998546	-.41437675	 .94772693	 .26408727	 .28840697	 .25432935	 -1.399877	-1.4747389	 -1.519473	 1.2700777	 1.3557778	 1.5176464	-.10240837	-.20804695	-.13288836	 .30193409	-.10086912	-.03356711	 .36120116	 2.3468994	-.66709202	-2.0410112	 -6.042604	 .83012097	 1.3480049	 3.7995735	 -.1287903	-.19665444	 -.1548794	-.42960018	-.26156043	-.28167414	 -.4646029	 1.7083313	  1.731318	  3.038435	-1.4821804	-1.4964951	-2.5647602	-1.1615481	 .59402963	-.14573666	 .29839829	-.73251748	 .02198272	-.73968444	 .22011878	-.01780918	-.24222044	 .67453386	 -.1547595	 .34057396	 .00984382	 .85232441	-7.3686314	-1.2265802	-11.741131	 16.784061	 .68503343	 24.851329	-8.3492221	 .55659493	-11.805507	 .00589018	-.01386027	 .01200901	 -.0012856	-.00287005	 .00588267	-1.7027852	
v80:v70	-.70009864	-.05498932	 -.5602442	 1.8163506	-.56637993	 .18047974	-3.0791241	 1.6156422	-.90667206	-1.4291095	-.43842137	 .10939511	 .19535945	 .17108877	 .23335881	-.90216826	-.89314603	-1.0590009	  .2434906	  .3208297	 .24010022	 .08955322	 .06714729	-.06351746	  -.285274	 .07371559	 .15959987	-.82219611	-1.4164116	-.14193314	 6.0633228	 6.1650611	 1.4444018	-4.9269189	-4.7909944	-1.4175656	-.10691254	-.10269803	-.05539472	-.63091372	-.62886622	 -.5792719	 1.2770647	 1.3288271	 1.0073406	 -.3135563	-.42326867	-.06422837	 .23572618	-.00191212	 .02834072	-2.5384269	 .49333345	-.02027741	   1.48867	-.34861152	  -.035435	 .81257245	 .16643586	 .01187194	 -.3033886	 .31234752	-.76351555	 .44869425	 .28661779	 .60092335	-7.4581231	-1.3045603	-8.3492221	 10.747225	  .0987263	 12.993805	 .00228984	 .00396094	-.01163816	 .00194843	-.00194344	-.00097624	-1.1123538	
v80:v71	-.51728797	 .42922374	-.33824855	 4.5239159	-1.7415038	 2.3717586	-1.5816558	 .70379491	 -1.224131	-8.3134695	 2.7320468	-2.4485634	-.00641061	 .01144867	-.02934668	-.18518309	-.16779794	-.23898134	-.00029409	 .04074685	-.17910228	 .39032261	 .30724393	 .70073586	 -.1788086	-.18527814	-.46846482	-.54423306	-.80419486	 .05582604	 3.4889647	 3.6823672	 1.9349306	-2.7450998	 -2.718094	-1.4650556	 .52532159	  .5401822	 .46138533	-.41432918	-.42594133	-.39806826	 -.7720501	-.80790322	-.59218508	 .42540263	 .46199363	 .28001921	 .83906041	-.40059643	 .05078232	-1.9069121	 .56025971	-.02345473	-.41942235	-.43572905	-.04525506	  1.542759	 .31735452	 .09136609	-.31778889	 .50637171	 -.7601175	 .78972377	 .47385785	 1.0785099	-.06387909	-3.5902161	 .55659493	  .0987263	 4.1532935	 .34213418	 .00025209	-.00401564	 .00665344	-.00305129	 .00117488	-.00221711	-.60770634	
v80:v72	 -.3667441	-.25608575	 -.5427955	 2.1062444	-.53201037	 .28007933	-8.9649361	 3.1403572	-2.3845998	 3.4707356	-1.5022946	 .90051258	 .29405543	 .27867894	  .3332116	-1.2749442	-1.2808289	-1.4872722	 .44292125	 .55442355	  .4441612	 .28854864	 .27224678	 .27836829	-.16211159	-.08382695	 .11240607	-1.2010515	-1.6636988	 .08177796	 3.5845917	 5.2658724	 .29221113	-2.1757624	-3.4911827	-.43575392	-.44824052	-.41544703	-.58077061	-.50764132	-.58049971	-.33376806	   2.33733	 2.3910708	 2.1371584	-1.3963667	-1.3127492	-1.4531915	-.15144831	 .08576558	-.00923102	-2.6596859	 .41375312	 .00789612	 2.8606322	-.06798874	-.11389731	 .46267454	 -.4019717	 .12262797	-.43598531	 .53692536	-.95070164	  .7405924	 .29308212	 1.0105933	-8.6048323	-1.7393219	-11.805507	 12.993805	 .34213418	 18.061131	 .00198781	 .00383486	-.00734542	 -.0008561	-.00268877	-.00184177	-1.6254567	
